id,name,lat,lng
B0K3CM6P26,壹号电汽车充电站(南京秦淮光华路充电站),32.014717,118.82789
B0K3CM6P26,壹号电汽车充电站(南京秦淮光华路充电站),32.014717,118.82789
B0K61ZSQJ9,云快充汽车充电站(中和桥交流站),32.008279,118.824412
B0FFM0Y4RL,特来电充电站(西营停车场店),32.005499,118.767957
B0HU55N1CQ,鲸充汽车充电站(世茂外滩新城站),32.083207,118.737541
B0HU1RD1MR,汽车充电站(鲸充鼓楼区世茂外滩新城站),32.082659,118.738318
B0J6DDE0AL,小桔充电汽车充电站(驿站充茂悦港),32.079341,118.732736
B0HKO1N0A4,云快充汽车充电站(鼓楼区世茂滨江充电站),32.079398,118.732606
B0J0ZN4LUA,国家电网汽车充电站(江苏省南京市鼓楼区复兴街口充电站),32.085885,118.740509
B0K3JG62ZQ,小桔充电汽车充电站(BP快速充电站南京鼓楼白云亭二期),32.078625,118.738075
B0J0J66O5H,小桔充电汽车充电站(BP快速充电站南京鼓楼白云亭一期),32.078765,118.739109
B0KACLW8JO,开鑫充电汽车充电站(南京白云亭),32.077992,118.738924
B0JU56XSOW,蔚来能源汽车充电站(南京世茂滨江希尔顿酒店),32.077988,118.73221
